"GroupPolicyName","GroupPolicyKey","GroupPolicyValueName","IntuneDisplayName","IntuneName","IntuneKeywords","IntuneRootDefinitionId","IntuneOffsetURI","IntuneInfoUrls","IntuneMinimumSupportedVersion","IntuneWindowsSkus"
"UploadBandwidthLimit","SOFTWARE\Policies\Microsoft\OneDrive","UploadBandwidthLimit","Limit the sync app upload speed to a fixed rate (User)","UploadBandwidthLimit","UploadBandwidthLimit; Limit the sync app upload speed to a fixed rate; \OneDrive; OneDrive; One Drive","user_vendor_msft_policy_config_onedrivengscv2~policy~onedrivengsc_uploadbandwidthlimit","/Config/OneDriveNGSCv2~Policy~OneDriveNGSC/UploadBandwidthLimit","",,""
"DownloadBandwidthLimit","SOFTWARE\Policies\Microsoft\OneDrive","DownloadBandwidthLimit","Limit the sync app download speed to a fixed rate (User)","DownloadBandwidthLimit","DownloadBandwidthLimit; Limit the sync app download speed to a fixed rate; \OneDrive; OneDrive; One Drive","user_vendor_msft_policy_config_onedrivengscv2~policy~onedrivengsc_downloadbandwidthlimit","/Config/OneDriveNGSCv2~Policy~OneDriveNGSC/DownloadBandwidthLimit","",,""
"PreventNetworkTrafficPreUserSignIn","SOFTWARE\Policies\Microsoft\OneDrive","PreventNetworkTrafficPreUserSignIn","Prevent the sync app from generating network traffic until users sign in","PreventNetworkTrafficPreUserSignIn","PreventNetworkTrafficPreUserSignIn; Prevent the sync app from generating network traffic until users sign in; \OneDrive; OneDrive; One Drive","device_vendor_msft_policy_config_onedrivengscv2~policy~onedrivengsc_preventnetworktrafficpreusersignin","/Config/OneDriveNGSCv2~Policy~OneDriveNGSC/PreventNetworkTrafficPreUserSignIn","",,""
"SilentAccountConfig","SOFTWARE\Policies\Microsoft\OneDrive","SilentAccountConfig","Silently sign in users to the OneDrive sync app with their Windows credentials","SilentAccountConfig","SilentAccountConfig; Silently sign in users to the OneDrive sync app with their Windows credentials; \OneDrive; OneDrive; One Drive","device_vendor_msft_policy_config_onedrivengscv2~policy~onedrivengsc_silentaccountconfig","/Config/OneDriveNGSCv2~Policy~OneDriveNGSC/SilentAccountConfig","",,""
"DiskSpaceCheckThresholdMB","Software\Policies\Microsoft\OneDrive","DiskSpaceCheckThresholdMB","Set the maximum size of a user's OneDrive that can download automatically","DiskSpaceCheckThresholdMB","DiskSpaceCheckThresholdMB; Set the maximum size of a user's OneDrive that can download automatically; \OneDrive; OneDrive; One Drive","device_vendor_msft_policy_config_onedrivengscv2~policy~onedrivengsc_diskspacecheckthresholdmb","/Config/OneDriveNGSCv2~Policy~OneDriveNGSC/DiskSpaceCheckThresholdMB","",,""
"FilesOnDemandEnabled","SOFTWARE\Policies\Microsoft\OneDrive","FilesOnDemandEnabled","Use OneDrive Files On-Demand","FilesOnDemandEnabled","FilesOnDemandEnabled; Use OneDrive Files On-Demand; \OneDrive; OneDrive; One Drive","device_vendor_msft_policy_config_onedrivengscv2~policy~onedrivengsc_filesondemandenabled","/Config/OneDriveNGSCv2~Policy~OneDriveNGSC/FilesOnDemandEnabled","",,""
"DehydrateSyncedTeamSites","SOFTWARE\Policies\Microsoft\OneDrive","DehydrateSyncedTeamSites","Convert synced team site files to online-only files","DehydrateSyncedTeamSites","DehydrateSyncedTeamSites; Convert synced team site files to online-only files; \OneDrive; OneDrive; One Drive","device_vendor_msft_policy_config_onedrivengscv2~policy~onedrivengsc_dehydratesyncedteamsites","/Config/OneDriveNGSCv2~Policy~OneDriveNGSC/DehydrateSyncedTeamSites","",,""
"AllowTenantList","SOFTWARE\Policies\Microsoft\OneDrive","AllowTenantList","Allow syncing OneDrive accounts for only specific organizations","AllowTenantList","AllowTenantList; Allow syncing OneDrive accounts for only specific organizations; \OneDrive; OneDrive; One Drive","device_vendor_msft_policy_config_onedrivengscv2~policy~onedrivengsc_allowtenantlist","/Config/OneDriveNGSCv2~Policy~OneDriveNGSC/AllowTenantList","",,""
"BlockTenantList","SOFTWARE\Policies\Microsoft\OneDrive","BlockTenantList","Block syncing OneDrive accounts for specific organizations","BlockTenantList","BlockTenantList; Block syncing OneDrive accounts for specific organizations; \OneDrive; OneDrive; One Drive","device_vendor_msft_policy_config_onedrivengscv2~policy~onedrivengsc_blocktenantlist","/Config/OneDriveNGSCv2~Policy~OneDriveNGSC/BlockTenantList","",,""
"SharePointOnPremFrontDoorUrl","SOFTWARE\Policies\Microsoft\OneDrive","SharePointOnPremFrontDoorUrl","Specify SharePoint Server URL and organization name","SharePointOnPremFrontDoorUrl","SharePointOnPremFrontDoorUrl; Specify SharePoint Server URL and organization name; \OneDrive; OneDrive; One Drive","device_vendor_msft_policy_config_onedrivengscv2~policy~onedrivengsc_sharepointonpremfrontdoorurl","/Config/OneDriveNGSCv2~Policy~OneDriveNGSC/SharePointOnPremFrontDoorUrl","",,""
